Orario di rilevazione	Numero registratore di dati	Potenza [W]	Energia di oggi [kWh]	Rendimento conteggiato [kWh]	Intensità di irradiamento [W/mý]	Energia di irradiamento odierna [kWh]
2019-07-15 15:00:00	0	7217	42.251			
2019-07-15 15:10:00	0	7234	43.399			
2019-07-15 15:20:00	0	7154	44.623			
2019-07-15 15:30:00	0	8406	46.018			
2019-07-15 15:40:00	0	6347	47.103			
2019-07-15 15:50:00	0	4805	47.93			
2019-07-15 16:00:00	0	4923	48.725			
2019-07-15 16:10:00	0	4564	49.519			
2019-07-15 16:20:00	0	3608	50.113			
2019-07-15 16:30:00	0	5512	51.003			
2019-07-15 16:40:00	0	6821	52.079			
2019-07-15 16:50:00	0	5681	53.106			
2019-07-15 17:00:00	0	3600	53.709			
2019-07-15 17:10:00	0	3749	54.327			
2019-07-15 17:20:00	0	2869	54.808			
2019-07-15 17:30:00	0	3727	55.427			
2019-07-15 17:40:00	0	3364	56.02			
2019-07-15 17:50:00	0	5227	56.801			
2019-07-15 18:00:00	0	3399	57.429			
2019-07-15 18:10:00	0	3791	58.051			
2019-07-15 18:20:00	0	5198	58.922			
2019-07-15 18:30:00	0	4139	59.598			
2019-07-15 18:40:00	0	6027	60.595			
2019-07-15 18:50:00	0	8296	61.96			
2019-07-15 19:00:00	0	11372	63.811			
2019-07-15 19:10:00	0	11417	65.723			
2019-07-15 19:20:00	0	10268	67.484			
2019-07-15 19:30:00	0	7033	68.689			
2019-07-15 19:40:00	0	9011	70.088			
2019-07-15 19:50:00	0	9488	71.777			
2019-07-15 20:00:00	0	9799	73.37			
2019-07-15 20:10:00	0	11192	75.305			
2019-07-15 20:20:00	0	6809	76.447			
2019-07-15 20:30:00	0	6886	77.618			
2019-07-15 20:40:00	0	6158	78.66			
2019-07-15 20:50:00	0	3466	79.247			
2019-07-15 21:00:00	0	2110	79.597			
2019-07-15 21:10:00	0	949	79.77			
2019-07-15 21:20:00	0	240	79.821			
2019-07-15 21:30:00	0	17	79.821			
2019-07-15 21:40:00	0		79.821			
2019-07-15 21:50:00	0		79.821			
2019-07-15 22:00:00	0		79.821			
2019-07-15 22:10:00	0		79.821			
2019-07-15 22:20:00	0		79.821			
2019-07-15 22:30:00	0		79.821			
2019-07-15 22:40:00	0		79.821			
2019-07-15 22:50:00	0		79.821			
2019-07-15 23:00:00	0		79.821			
2019-07-15 23:10:00	0		79.821			
2019-07-16 09:40:00	0	62521				
2019-07-16 09:50:00	0	81398	12.419			
2019-07-16 10:00:00	0	84654	26.558			
2019-07-16 10:10:00	0	89079	41.267			
2019-07-16 10:20:00	0	92032	56.492			
2019-07-16 10:30:00	0	94920	72.321			
2019-07-16 10:40:00	0	97486	88.532			
2019-07-16 10:50:00	0	100575	105.191			
2019-07-16 11:00:00	0	104045	122.589			
2019-07-16 11:10:00	0	106438	140.54			
2019-07-16 11:20:00	0	108093	158.292			
2019-07-16 11:30:00	0	110100	176.637			
2019-07-16 11:40:00	0	112553	195.176			
2019-07-16 11:50:00	0	114281	214.233			
2019-07-16 12:00:00	0	115707	233.461			
2019-07-16 12:10:00	0	117475	253.041			
2019-07-16 12:20:00	0	118584	272.879			
2019-07-16 12:30:00	0	120108	293.109			
2019-07-16 12:40:00	0	120841	313.157			
2019-07-16 12:50:00	0	121714	333.305			
2019-07-16 13:00:00	0	121666	353.816			
2019-07-16 13:10:00	0	121478	373.941			
2019-07-16 13:20:00	0	121719	394.327			
2019-07-16 13:30:00	0	122825	414.412			
2019-07-16 13:40:00	0	122377	435.094			
2019-07-16 13:50:00	0	121861	455.411			
2019-07-16 14:00:00	0	122095	475.651			
2019-07-16 14:10:00	0	121399	495.821			
2019-07-16 14:20:00	0	120708	516.079			
2019-07-16 14:30:00	0	118522	536.015			
2019-07-16 14:40:00	0	119953	555.967			
2019-07-16 14:50:00	0	119033	575.71			
2019-07-16 15:00:00	0	117656	595.579			
2019-07-16 15:10:00	0	115980	614.953			
2019-07-16 15:20:00	0	114275	633.859			
2019-07-16 15:30:00	0	112960	652.684			
2019-07-16 15:40:00	0	111355	671.402			
2019-07-16 15:50:00	0	110064	689.741			
2019-07-16 16:00:00	0	107686	707.762			
2019-07-16 16:10:00	0	105479	725.058			
2019-07-16 16:20:00	0	103747	742.405			
2019-07-16 16:30:00	0	100647	759.36			
2019-07-16 16:40:00	0	98327	775.871			
2019-07-16 16:50:00	0	95657	791.625			
2019-07-16 17:00:00	0	92905	807.367			
2019-07-16 17:10:00	0	89782	822.296			
2019-07-16 17:20:00	0	86371	836.734			
2019-07-16 17:30:00	0	82337	850.356			
2019-07-16 17:40:00	0	78813	863.43			
2019-07-16 17:50:00	0	75818	876.195			
2019-07-16 18:00:00	0	71869	888.41			
2019-07-16 18:10:00	0	64406	899.112			
2019-07-16 18:20:00	0	55991	908.433			
2019-07-16 18:30:00	0	56796	917.876			
2019-07-16 18:40:00	0	52518	926.831			
2019-07-16 18:50:00	0	50930	935.358			
2019-07-16 19:00:00	0	38850	941.894			
2019-07-16 19:10:00	0	33994	947.566			
2019-07-16 19:20:00	0	27858	952.303			
2019-07-16 19:30:00	0	28150	957.054			
2019-07-16 19:40:00	0	19763	960.428			
2019-07-16 19:50:00	0	13091	962.546			
2019-07-16 20:00:00	0	13214	964.75			
2019-07-16 20:10:00	0	9589	966.412			
2019-07-16 20:20:00	0	6528	967.474			
2019-07-16 20:30:00	0	5910	968.496			
2019-07-16 20:40:00	0	5889	969.49			
2019-07-16 20:50:00	0	3746	970.103			
2019-07-16 21:00:00	0	1972	970.46			
2019-07-16 21:10:00	0	632	970.594			
2019-07-16 21:20:00	0	31	970.601			
2019-07-16 21:30:00	0		970.601			
2019-07-16 21:40:00	0		970.601			
2019-07-16 21:50:00	0		970.601			
2019-07-16 22:00:00	0		970.601			
2019-07-16 22:10:00	0		970.601			
2019-07-16 22:20:00	0		970.601			
2019-07-16 22:30:00	0		970.601			
2019-07-16 22:40:00	0		970.601			
2019-07-16 22:50:00	0		970.601			
2019-07-16 23:00:00	0		970.601			
2019-07-16 23:10:00	0		970.601			
2019-07-17 09:40:00	0	77267	1.932			
2019-07-17 09:50:00	0	78523	15.11			
2019-07-17 10:00:00	0	78970	28.063			
2019-07-17 10:10:00	0	80239	41.577			
2019-07-17 10:20:00	0	86905	56.064			
2019-07-17 10:30:00	0	90405	71.048			
2019-07-17 10:40:00	0	94930	86.711			
2019-07-17 10:50:00	0	94368	102.672			
2019-07-17 11:00:00	0	91231	117.66			
2019-07-17 11:10:00	0	96194	133.64			
2019-07-17 11:20:00	0	105840	151.208			
2019-07-17 11:30:00	0	102587	168.402			
2019-07-17 11:40:00	0	101831	185.288			
2019-07-17 11:50:00	0	98713	201.768			
2019-07-17 12:00:00	0	107710	219.383			
2019-07-17 12:10:00	0	109980	237.725			
2019-07-17 12:20:00	0	108938	255.949			
2019-07-17 12:30:00	0	116132	275.123			
2019-07-17 12:40:00	0	118689	295.222			
2019-07-17 12:50:00	0	116123	314.337			
2019-07-17 13:00:00	0	116082	333.598			
2019-07-17 13:10:00	0	115922	352.97			
2019-07-17 13:20:00	0	117600	372.346			
2019-07-17 13:30:00	0	120040	392.71			
2019-07-17 13:40:00	0	117578	412.122			
2019-07-17 13:50:00	0	118013	431.993			
2019-07-17 14:00:00	0	116707	451.34			
2019-07-17 14:10:00	0	115957	470.493			
2019-07-17 14:20:00	0	116735	489.867			
2019-07-17 14:30:00	0	116757	509.469			
2019-07-17 14:40:00	0	113917	528.634			
2019-07-17 14:50:00	0	77346	541.434			
2019-07-17 15:00:00	0	115873	560.937			
2019-07-17 15:10:00	0	127262	581.803			
2019-07-17 15:20:00	0	54282	591.646			
2019-07-17 15:30:00	0	96239	606.89			
2019-07-17 15:40:00	0	68674	619.051			
2019-07-17 15:50:00	0	106061	635.824			
2019-07-17 16:00:00	0	93242	652.336			
2019-07-17 16:10:00	0	53712	661.327			
2019-07-17 16:20:00	0	68615	672.753			
2019-07-17 16:30:00	0	60203	682.902			
2019-07-17 16:40:00	0	47182	690.692			
2019-07-17 16:50:00	0	43513	698.093			
2019-07-17 17:00:00	0	45588	705.5			
2019-07-17 17:10:00	0	43523	712.967			
2019-07-17 17:20:00	0	38708	719.329			
2019-07-17 17:30:00	0	63723	729.395			
2019-07-17 17:40:00	0	78241	742.93			
2019-07-17 17:50:00	0	81203	756.125			
2019-07-17 18:00:00	0	82479	770.144			
2019-07-17 18:10:00	0	33543	776.245			
2019-07-17 18:20:00	0	18109	779.219			
2019-07-17 18:30:00	0	20234	782.545			
2019-07-17 18:40:00	0	29892	787.587			
2019-07-17 18:50:00	0	19575	790.893			
2019-07-17 19:00:00	0	22429	794.585			
2019-07-17 19:10:00	0	19482	797.859			
2019-07-17 19:20:00	0	16508	800.626			
2019-07-17 19:30:00	0	12198	802.693			
2019-07-17 19:40:00	0	8969	804.195			
2019-07-17 19:50:00	0	10349	805.941			
2019-07-17 20:00:00	0	10050	807.61			
2019-07-17 20:10:00	0	10399	809.318			
2019-07-17 20:20:00	0	9206	810.881			
2019-07-17 20:30:00	0	6343	811.976			
2019-07-17 20:40:00	0	4334	812.711			
2019-07-17 20:50:00	0	2938	813.211			
2019-07-17 21:00:00	0	1257	813.434			
2019-07-17 21:10:00	0	289	813.5			
2019-07-17 21:20:00	0	6	813.5			
2019-07-17 21:30:00	0		813.5			
2019-07-17 21:40:00	0		813.5			
2019-07-17 21:50:00	0		813.5			
2019-07-17 22:00:00	0		813.5			
2019-07-17 22:10:00	0		813.5			
2019-07-17 22:20:00	0		813.5			
2019-07-17 22:30:00	0		813.5			
2019-07-17 22:40:00	0		813.5			
2019-07-17 22:50:00	0		813.5			
2019-07-17 23:00:00	0		813.5			
2019-07-17 23:10:00	0		813.5			
2019-07-18 09:40:00	0	58405	5.266			
2019-07-18 09:50:00	0	67922	16.156			
2019-07-18 10:00:00	0	81349	29.755			
2019-07-18 10:10:00	0	79244	43.048			
2019-07-18 10:20:00	0	82788	56.923			
2019-07-18 10:30:00	0	84174	70.789			
2019-07-18 10:40:00	0	88533	85.312			
2019-07-18 10:50:00	0	92019	100.839			
2019-07-18 11:00:00	0	95822	116.737			
2019-07-18 11:10:00	0	97840	133.138			
2019-07-18 11:20:00	0	100682	149.803			
2019-07-18 11:30:00	0	103316	166.996			
2019-07-18 11:40:00	0	103487	184.366			
2019-07-18 11:50:00	0	106819	202.187			
2019-07-18 12:00:00	0	111063	220.743			
2019-07-18 12:10:00	0	110448	238.99			
2019-07-18 12:20:00	0	112720	257.89			
2019-07-18 12:30:00	0	113863	276.583			
2019-07-18 12:40:00	0	114274	295.952			
2019-07-18 12:50:00	0	113589	314.474			
2019-07-18 13:00:00	0	114459	333.707			
2019-07-18 13:10:00	0	116337	353.008			
2019-07-18 13:20:00	0	116083	372.686			
2019-07-18 13:30:00	0	116330	391.675			
2019-07-18 13:40:00	0	116396	411.398			
2019-07-18 13:50:00	0	118719	431.243			
2019-07-18 14:00:00	0	120896	451.391			
2019-07-18 14:10:00	0	115001	470.907			
2019-07-18 14:20:00	0	118276	490.512			
2019-07-18 14:30:00	0	119931	510.331			
2019-07-18 14:40:00	0	104254	528.036			
2019-07-18 14:50:00	0	112261	546.492			
2019-07-18 15:00:00	0	110037	564.994			
2019-07-18 15:10:00	0	105589	582.344			
2019-07-18 15:20:00	0	110246	601.008			
2019-07-18 15:30:00	0	102382	618.192			
2019-07-18 15:40:00	0	104200	635.555			
2019-07-18 15:50:00	0	98131	651.891			
2019-07-18 16:00:00	0	92575	667.453			
2019-07-18 16:10:00	0	92321	682.668			
2019-07-18 16:20:00	0	87295	697.433			
2019-07-18 16:30:00	0	72206	709.882			
2019-07-18 16:40:00	0	68862	721.298			
2019-07-18 16:50:00	0	75037	733.421			
2019-07-18 17:00:00	0	84419	747.756			
2019-07-18 17:10:00	0	85414	761.918			
2019-07-18 17:20:00	0	74361	774.387			
2019-07-18 17:30:00	0	82504	788.114			
2019-07-18 17:40:00	0	80257	801.458			
2019-07-18 17:50:00	0	70965	813.561			
2019-07-18 18:00:00	0	60282	823.674			
2019-07-18 18:10:00	0	50253	832.293			
2019-07-18 18:20:00	0	45378	839.801			
2019-07-18 18:30:00	0	65979	850.598			
2019-07-18 18:40:00	0	56905	860.354			
2019-07-18 18:50:00	0	48306	868.38			
2019-07-18 19:00:00	0	43218	875.664			
2019-07-18 19:10:00	0	32392	881.138			
2019-07-18 19:20:00	0	24078	885.22			
2019-07-18 19:30:00	0	21071	888.758			
2019-07-18 19:40:00	0	14574	891.266			
2019-07-18 19:50:00	0	11335	893.165			
2019-07-18 20:00:00	0	9439	894.761			
2019-07-18 20:10:00	0	7282	895.995			
2019-07-18 20:20:00	0	6037	897.028			
2019-07-18 20:30:00	0	4546	897.801			
2019-07-18 20:40:00	0	2881	898.29			
2019-07-18 20:50:00	0	1425	898.552			
2019-07-18 21:00:00	0	338	898.62			
2019-07-18 21:10:00	0	13	898.62			
2019-07-18 21:20:00	0		898.62			
2019-07-18 21:30:00	0		898.62			
2019-07-18 21:40:00	0		898.62			
2019-07-18 21:50:00	0		898.62			
2019-07-18 22:00:00	0		898.62			
2019-07-18 22:10:00	0		898.62			
2019-07-18 22:20:00	0		898.62			
2019-07-18 22:30:00	0		898.62			
2019-07-18 22:40:00	0		898.62			
2019-07-18 22:50:00	0		898.62			
2019-07-18 23:00:00	0		898.62			
2019-07-18 23:10:00	0		898.62			
2019-07-19 11:30:00	0	103748	13.419			
2019-07-19 11:40:00	0	57673	23.615			
2019-07-19 11:50:00	0	82563	36.902			
2019-07-19 12:00:00	0	44609	44.621			
2019-07-19 12:10:00	0	59133	54.692			
2019-07-19 12:20:00	0	46190	62.528			
2019-07-19 12:30:00	0	107190	79.375			
2019-07-19 12:40:00	0	119142	99.345			
2019-07-19 12:50:00	0	95083	115.508			
2019-07-19 13:00:00	0	118045	135.199			
2019-07-19 13:10:00	0	67327	146.738			
2019-07-19 13:20:00	0	60243	156.747			
2019-07-19 13:30:00	0	107664	174.129			
2019-07-19 13:40:00	0	114248	193.321			
2019-07-19 13:50:00	0	100660	209.86			
2019-07-19 14:00:00	0	120336	230.131			
2019-07-19 14:10:00	0	103069	244.322			
2019-07-19 14:20:00	0	109554	261.925			
2019-07-19 14:30:00	0	82117	276.113			
2019-07-19 14:40:00	0	91195	291.43			
2019-07-19 14:50:00	0	95691	306.798			
2019-07-19 15:00:00	0	101395	323.787			
2019-07-19 15:10:00	0	100712	339.95			
2019-07-19 15:20:00	0	107881	357.926			
2019-07-19 15:30:00	0	61634	368.384			
2019-07-19 15:40:00	0	52071	376.749			
2019-07-19 15:50:00	0	68361	388.535			
2019-07-19 16:00:00	0	50076	396.593			
2019-07-19 16:10:00	0	57213	406.727			
2019-07-19 16:20:00	0	70695	418.025			
2019-07-19 16:30:00	0	80060	431.543			
2019-07-19 16:40:00	0	58768	441.596			
2019-07-19 16:50:00	0	58974	451.356			
2019-07-19 17:00:00	0	58351	460.696			
2019-07-19 17:10:00	0	59175	470.672			
2019-07-19 17:20:00	0	69022	482.355			
2019-07-19 17:30:00	0	78838	495.398			
2019-07-19 17:40:00	0	72957	507.368			
2019-07-19 17:50:00	0	48715	515.696			
2019-07-19 18:00:00	0	53412	525.047			
2019-07-19 18:10:00	0	23801	529.02			
2019-07-19 18:20:00	0	22115	532.702			
2019-07-19 18:30:00	0	35967	538.576			
2019-07-19 18:40:00	0	41526	545.507			
2019-07-19 18:50:00	0	24251	549.739			
2019-07-19 19:00:00	0	19201	552.931			
2019-07-19 19:10:00	0	24334	556.838			
2019-07-19 19:20:00	0	23896	560.968			
2019-07-19 19:30:00	0	18740	564.044			
2019-07-19 19:40:00	0	20514	567.461			
2019-07-19 19:50:00	0	18328	570.555			
2019-07-19 20:00:00	0	16114	573.27			
2019-07-19 20:10:00	0	8472	574.769			
2019-07-19 20:20:00	0	5634	575.738			
2019-07-19 20:30:00	0	5553	576.676			
2019-07-19 20:40:00	0	4696	577.433			
2019-07-19 20:50:00	0	2303	577.864			
2019-07-19 21:00:00	0	822	577.999			
2019-07-19 21:10:00	0	112	578.045			
2019-07-19 21:20:00	0		578.045			
2019-07-19 21:30:00	0		578.045			
2019-07-19 21:40:00	0		578.045			
2019-07-19 21:50:00	0		578.045			
2019-07-19 22:00:00	0		578.045			
2019-07-19 22:10:00	0		578.045			
2019-07-19 22:20:00	0		578.045			
2019-07-19 22:30:00	0		578.045			
2019-07-19 22:40:00	0		578.045			
2019-07-19 22:50:00	0		578.045			
2019-07-19 23:00:00	0		578.045			
2019-07-19 23:10:00	0		578.045			
2019-07-20 10:30:00	0	77578	8.379			
2019-07-20 10:40:00	0	87461	22.934			
2019-07-20 10:50:00	0	89080	37.835			
2019-07-20 11:00:00	0	86803	52.223			
2019-07-20 11:10:00	0	95523	67.827			
2019-07-20 11:20:00	0	97188	84.364			
2019-07-20 11:30:00	0	99969	100.981			
2019-07-20 11:40:00	0	103493	118.062			
2019-07-20 11:50:00	0	105244	135.633			
2019-07-20 12:00:00	0	108578	153.596			
2019-07-20 12:10:00	0	109822	171.664			
2019-07-20 12:20:00	0	110223	190.264			
2019-07-20 12:30:00	0	115245	209.02			
2019-07-20 12:40:00	0	116039	228.606			
2019-07-20 12:50:00	0	94557	244.762			
2019-07-20 13:00:00	0	98009	261.443			
2019-07-20 13:10:00	0	48679	269.616			
2019-07-20 13:20:00	0	76402	282.32			
2019-07-20 13:30:00	0	65967	293.258			
2019-07-20 13:40:00	0	77776	305.434			
2019-07-20 13:50:00	0	58302	316.021			
2019-07-20 14:00:00	0	55833	325.788			
2019-07-20 14:10:00	0	88621	338.656			
2019-07-20 14:20:00	0	84942	352.495			
2019-07-20 14:30:00	0	59959	362.648			
2019-07-20 14:40:00	0	58099	372.711			
2019-07-20 14:50:00	0	61299	382.688			
2019-07-20 15:00:00	0	106112	400.157			
2019-07-20 15:10:00	0	80423	414.591			
2019-07-20 15:20:00	0	31041	419.747			
2019-07-20 15:30:00	0	30752	424.924			
2019-07-20 15:40:00	0	21897	428.744			
2019-07-20 15:50:00	0	23477	432.559			
2019-07-20 16:00:00	0	21711	436.188			
2019-07-21 06:10:00	0	171				
2019-07-21 06:20:00	0	1767	0.279			
2019-07-21 06:30:00	0	3651	0.868			
2019-07-21 06:40:00	0	5927	1.852			
2019-07-21 06:50:00	0	9855	3.392			
2019-07-21 07:00:00	0	13440	5.664			
2019-07-21 07:10:00	0	17354	8.473			
2019-07-21 07:20:00	0	17988	11.472			
2019-07-21 07:30:00	0	20117	14.781			
2019-07-21 07:40:00	0	20431	18.262			
2019-07-21 07:50:00	0	18113	21.265			
2019-07-21 08:00:00	0	17399	24.189			
2019-07-21 08:10:00	0	18871	27.346			
2019-07-21 08:20:00	0	19920	30.626			
2019-07-21 08:30:00	0	23301	34.419			
2019-07-21 08:40:00	0	31451	39.593			
2019-07-21 08:50:00	0	42468	46.659			
2019-07-21 09:00:00	0	46300	54.282			
2019-07-21 09:10:00	0	38666	60.676			
2019-07-21 09:20:00	0	42844	67.806			
2019-07-21 09:30:00	0	42979	75.025			
2019-07-21 09:40:00	0	41546	82.009			
2019-07-21 09:50:00	0	45322	89.371			
2019-07-21 10:00:00	0	50128	97.757			
2019-07-21 10:10:00	0	73887	109.981			
2019-07-21 10:20:00	0	76329	122.621			
2019-07-21 10:30:00	0	76328	135.457			
2019-07-21 10:40:00	0	57297	144.801			
2019-07-21 10:50:00	0	80477	157.863			
2019-07-21 11:00:00	0	88915	172.59			
2019-07-21 11:10:00	0	91797	187.797			
2019-07-21 11:20:00	0	94403	203.731			
2019-07-21 11:30:00	0	95678	219.682			
2019-07-21 11:40:00	0	96424	235.652			
2019-07-21 11:50:00	0	102639	252.395			
2019-07-21 12:00:00	0	71210	265.04			
2019-07-21 12:10:00	0	60923	274.919			
2019-07-21 12:20:00	0	75624	287.232			
2019-07-21 12:30:00	0	97076	303.281			
2019-07-21 12:40:00	0	102801	319.625			
2019-07-21 12:50:00	0	39901	327.486			
2019-07-21 13:00:00	0	55651	336.762			
2019-07-21 13:10:00	0	49577	344.958			
2019-07-21 13:20:00	0	74249	356.817			
2019-07-21 13:30:00	0	91765	372.724			
2019-07-21 13:40:00	0	114258	392.261			
2019-07-21 13:50:00	0	93192	406.968			
2019-07-21 14:00:00	0	57788	417.535			
2019-07-21 14:10:00	0	118149	431.852			
2019-07-21 14:20:00	0	113510	450.914			
2019-07-21 14:30:00	0	102389	468.032			
2019-07-21 14:40:00	0	92736	483.481			
2019-07-21 14:50:00	0	81791	497.942			
2019-07-21 15:00:00	0	74703	510.026			
2019-07-21 15:10:00	0	73770	522.475			
2019-07-21 15:20:00	0	68843	534.409			
2019-07-21 15:30:00	0	62885	544.858			
2019-07-21 15:40:00	0	75446	556.852			
2019-07-21 15:50:00	0	74928	570.063			
2019-07-21 16:00:00	0	67481	581.374			
2019-07-21 16:10:00	0	66881	591.957			
2019-07-21 16:20:00	0	45196	599.499			
2019-07-21 16:30:00	0	57034	609.364			
2019-07-21 16:40:00	0	46471	617.402			
2019-07-21 16:50:00	0	38241	623.746			
2019-07-21 17:00:00	0	33975	629.391			
2019-07-21 17:10:00	0	29200	634.317			
2019-07-21 17:20:00	0	42233	641.304			
2019-07-21 17:30:00	0	37922	647.654			
2019-07-21 17:40:00	0	30749	652.735			
2019-07-21 17:50:00	0	30654	658.089			
2019-07-21 18:00:00	0	24953	662.192			
2019-07-21 18:10:00	0	27190	666.692			
2019-07-21 18:20:00	0	25156	670.978			
2019-07-21 18:30:00	0	23909	674.914			
2019-07-21 18:40:00	0	22728	678.712			
2019-07-21 18:50:00	0	27441	683.296			
2019-07-21 19:00:00	0	23746	687.135			
2019-07-21 19:10:00	0	22122	690.973			
2019-07-21 19:20:00	0	19479	694.188			
2019-07-21 19:30:00	0	16771	696.988			
2019-07-21 19:40:00	0	18263	699.989			
2019-07-21 19:50:00	0	15394	702.574			
2019-07-21 20:00:00	0	13351	704.893			
2019-07-21 20:10:00	0	9909	706.562			
2019-07-21 20:20:00	0	7043	707.764			
2019-07-21 20:30:00	0	4447	708.53			
2019-07-21 20:40:00	0	2551	708.989			
2019-07-21 20:50:00	0	1154	709.168			
2019-07-21 21:00:00	0	281	709.242			
2019-07-21 21:10:00	0	16	709.242			
2019-07-21 21:20:00	0		709.242			
2019-07-21 21:30:00	0		709.242			
2019-07-21 21:40:00	0		709.242			
2019-07-21 21:50:00	0		709.242			
2019-07-21 22:00:00	0		709.242			
2019-07-21 22:10:00	0		709.242			
2019-07-21 22:20:00	0		709.242			
2019-07-21 22:30:00	0		709.242			
2019-07-21 22:40:00	0		709.242			
2019-07-21 22:50:00	0		709.242			
2019-07-21 23:00:00	0		709.242			
2019-07-21 23:10:00	0		709.242			
2019-07-22 11:00:00	0	60486	0.125			
2019-07-22 11:10:00	0	63372	10.785			
2019-07-22 11:20:00	0	82115	24.282			
2019-07-22 11:30:00	0	77156	36.772			
2019-07-22 11:40:00	0	106294	54.658			
2019-07-22 11:50:00	0	102389	71.804			
2019-07-22 12:00:00	0	102255	88.964			
2019-07-22 12:10:00	0	104127	106.224			
2019-07-22 12:20:00	0	103786	123.5			
2019-07-22 12:30:00	0	102382	140.602			
2019-07-22 12:40:00	0	106302	158.035			
2019-07-22 12:50:00	0	107571	176.142			
2019-07-22 13:00:00	0	111003	194.949			
2019-07-22 13:10:00	0	107375	212.903			
2019-07-22 13:20:00	0	111000	231.161			
2019-07-22 13:30:00	0	109735	249.415			
2019-07-22 13:40:00	0	108083	267.269			
2019-07-22 13:50:00	0	106508	285.058			
2019-07-22 14:00:00	0	109226	303.327			
2019-07-22 14:10:00	0	110244	321.909			
2019-07-22 14:20:00	0	108252	339.891			
2019-07-22 14:30:00	0	108071	358.07			
2019-07-22 14:40:00	0	104401	375.238			
2019-07-22 14:50:00	0	102120	392.527			
2019-07-22 15:00:00	0	97849	408.755			
2019-07-22 15:10:00	0	96575	424.609			
2019-07-22 15:20:00	0	101417	442.012			
2019-07-22 15:30:00	0	100748	458.793			
2019-07-22 15:40:00	0	97349	474.954			
2019-07-22 15:50:00	0	94773	490.759			
2019-07-22 16:00:00	0	84668	504.827			
2019-07-22 16:10:00	0	83128	518.867			
2019-07-22 16:20:00	0	82777	532.797			
2019-07-22 16:30:00	0	73151	545.038			
2019-07-22 16:40:00	0	74864	557.21			
2019-07-22 16:50:00	0	75268	569.89			
2019-07-22 17:00:00	0	73446	582.134			
2019-07-22 17:10:00	0	71529	594.101			
2019-07-22 17:20:00	0	70939	605.945			
2019-07-22 17:30:00	0	67081	617.208			
2019-07-22 17:40:00	0	64333	627.68			
2019-07-22 17:50:00	0	63040	638.375			
2019-07-22 18:00:00	0	52907	647.41			
2019-07-22 18:10:00	0	46826	655.059			
2019-07-22 18:20:00	0	45598	662.809			
2019-07-22 18:30:00	0	40833	669.674			
2019-07-22 18:40:00	0	37771	675.997			
2019-07-22 18:50:00	0	33725	681.637			
2019-07-22 19:00:00	0	31000	686.765			
2019-07-22 19:10:00	0	31167	692.018			
2019-07-22 19:20:00	0	27808	696.653			
2019-07-22 19:30:00	0	22805	700.554			
2019-07-22 19:40:00	0	16228	703.336			
2019-07-22 19:50:00	0	10725	705.149			
2019-07-22 20:00:00	0	8027	706.511			
2019-07-22 20:10:00	0	6151	707.572			
2019-07-22 20:20:00	0	5330	708.457			
2019-07-22 20:30:00	0	4474	709.235			
2019-07-22 20:40:00	0	3208	709.761			
2019-07-22 20:50:00	0	1834	710.096			
2019-07-22 21:00:00	0	689	710.23			
2019-07-22 21:10:00	0	34	710.238			
2019-07-22 21:20:00	0		710.238			
2019-07-22 21:30:00	0		710.238			
2019-07-22 21:40:00	0		710.238			
2019-07-22 21:50:00	0		710.238			
2019-07-22 22:00:00	0		710.238			
2019-07-22 22:10:00	0		710.238			
2019-07-22 22:20:00	0		710.238			
2019-07-22 22:30:00	0		710.238			
2019-07-22 22:40:00	0		710.238			
2019-07-22 22:50:00	0		710.238			
2019-07-22 23:00:00	0		710.238			
2019-07-22 23:10:00	0		710.238			
2019-07-23 13:10:00	0	107568	2.839			
2019-07-23 13:20:00	0	107732	20.935			
2019-07-23 13:30:00	0	110626	39.022			
2019-07-23 13:40:00	0	111543	57.779			
2019-07-23 13:50:00	0	109834	76.125			
2019-07-23 14:00:00	0	110544	93.96			
2019-07-23 14:10:00	0	109251	112.669			
2019-07-23 14:20:00	0	109215	130.746			
2019-07-23 14:30:00	0	106479	148.572			
2019-07-23 14:40:00	0	103236	165.851			
2019-07-23 14:50:00	0	104394	183.11			
2019-07-23 15:00:00	0	103299	199.95			
2019-07-23 15:10:00	0	102178	217.451			
2019-07-23 15:20:00	0	98982	233.723			
2019-07-23 15:30:00	0	97841	249.991			
2019-07-23 15:40:00	0	94253	265.762			
2019-07-23 15:50:00	0	84866	279.984			
2019-07-23 16:00:00	0	93207	295.3			
2019-07-23 16:10:00	0	91005	310.497			
2019-07-23 16:20:00	0	90548	325.783			
2019-07-23 16:30:00	0	87475	340.375			
2019-07-23 16:40:00	0	83611	354.304			
2019-07-23 16:50:00	0	80716	367.855			
2019-07-23 17:00:00	0	77960	380.765			
2019-07-23 17:10:00	0	71993	392.947			
2019-07-23 17:20:00	0	71281	404.939			
2019-07-23 17:30:00	0	68258	416.278			
2019-07-23 17:40:00	0	61584	426.442			
2019-07-23 17:50:00	0	60446	436.564			
2019-07-23 18:00:00	0	57322	446.157			
2019-07-23 18:10:00	0	42292	453.745			
2019-07-23 18:20:00	0	9047	455.379			
2019-07-23 18:30:00	0	5183	456.227			
2019-07-23 18:40:00	0	4966	457.055			
2019-07-23 18:50:00	0	5191	457.94			
2019-07-23 19:00:00	0	5163	458.796			
2019-07-23 19:10:00	0	4782	459.609			
2019-07-23 19:20:00	0	4139	460.274			
