Orario di rilevazione	Numero dispositivo 	Numero di serie	Potenza [W]	Energia di oggi [kWh]	Temperatura [°C]	Tensione griglia [V]	Corrente griglia [A]	Frequenza di rete [Hz]	Tens. Fotov. 1 [V]	Corr. fotov. 1 [A]	Tens. Fotov. 2 [V]	Corr. fotov. 2 [A]	Tens. Fotov. 3 [V]	Corr. fotov. 3 [A]	Stato	Moduli C.C.	Errore	Pannello fotovoltaico	Limite di potenza [W]	Posizione di fase	CosPhi
2019-09-01 17:40:00	1	029501N182	0	0	39	234	0	49.99	542	0	543.7	0	0	0	70		1222	0	16000		
2019-09-01 17:40:00	2	101802N182	3222	0.055	51	234	13.847	49.99	563.3	1.857	573.8	1.877	583.2	1.91	60		0	0	16000		
2019-09-01 17:40:00	3	101902N182	0	0	40	241	0	49.99	727.2	0	726.7	0	735.8	0	51		1040	0	16000		
2019-09-01 17:40:00	4	102002N182	2678	0.047	50	234	11.456	49.99	581.3	1.515	587.5	1.496	583.1	1.513	60		0	0	16000		
2019-09-01 17:40:00	5	102102N182	3530	0.055	51	234	15.134	49.99	607.7	1.984	584.6	1.943	598.2	1.957	60		0	0	16000		
2019-09-01 17:40:00	6	102202N182	3624	0.062	51	234	15.488	49.99	603.8	2.013	603	1.994	608.3	1.974	60		0	0	16000		
2019-09-01 17:40:00	7	102302N182	2626	0.039	50	234	11.222	49.99	585.5	1.454	584.6	1.434	590.5	1.464	60		0	0	16000		
2019-09-01 17:40:00	8	102402N182	3204	0.062	51	235	13.618	49.99	570.7	1.855	544.5	1.855	582	1.883	60		0	0	16000		
2019-09-01 17:40:00	9	102502N182	0	0	40	234	0.049	49.99	737.2	0	738.3	0	742	0	70		1364	0	16000		
2019-09-01 17:40:00	10	102602N182	3129	0.062	53	234	13.426	49.99	570.5	1.832	568.3	1.888	567.8	1.826	60		0	0	16000		
2019-09-01 17:40:00	11	102702N182	2602	0.047	50	234	11.125	49.99	590	1.5	557.3	1.477	588.2	1.517	60		0	0	16000		
2019-09-01 17:40:00	12	054202N182	1896	0.031	48	235	8.92	49.99	572.3	1.829	569.7	1.482	0	0	60		0	0	16000		
2019-09-01 17:40:00	13	029901N182	1842	0.027	48	234	8.767	49.99	440.3	2.083	448.1	2.134	0	0	60		0	0	16000		
2019-09-01 17:50:00	1	029501N182	0	0	39	234	0	49.99	541.2	0	542.8	0	0	0	70		1222	0	16000		
2019-09-01 17:50:00	2	101802N182	2931	0.57	50	234	12.528	49.99	562.7	1.67	575.4	1.687	586.3	1.71	60		0	0	16000		
2019-09-01 17:50:00	3	101902N182	0	0	40	241	0	49.99	726.5	0	725.2	0	736.7	0	51		1040	0	16000		
2019-09-01 17:50:00	4	102002N182	2404	0.461	50	234	10.326	49.99	582.5	1.338	591.1	1.345	583.9	1.338	60		0	0	16000		
2019-09-01 17:50:00	5	102102N182	3100	0.609	50	234	13.321	49.98	607.6	1.735	584.7	1.693	600.6	1.7	60		0	0	16000		
2019-09-01 17:50:00	6	102202N182	3127	0.625	50	234	13.35	49.99	604.7	1.723	603.5	1.707	613.5	1.677	60		0	0	16000		
2019-09-01 17:50:00	7	102302N182	2368	0.453	50	234	10.155	49.98	585.7	1.302	585.3	1.28	588.5	1.312	60		0	0	16000		
2019-09-01 17:50:00	8	102402N182	2904	0.562	51	234	12.378	49.98	571.6	1.665	545	1.669	582.9	1.694	60		0	0	16000		
2019-09-01 17:50:00	9	102502N182	0	0	40	234	0	49.98	735	0	735.5	0	739.6	0	70		1364	0	16000		
2019-09-01 17:50:00	10	102602N182	2814	0.555	53	234	12.072	49.98	570.6	1.619	573.6	1.675	572	1.619	60		0	0	16000		
2019-09-01 17:50:00	11	102702N182	2336	0.453	49	234	10.033	49.99	589.5	1.342	556.6	1.315	587	1.357	60		0	0	16000		
2019-09-01 17:50:00	12	054202N182	1689	0.328	48	234	7.827	49.99	572.2	1.614	572.1	1.325	0	0	60		0	0	16000		
2019-09-01 17:50:00	13	029901N182	1506	0.293	48	233	6.875	49.99	437.5	1.686	447.4	1.74	0	0	60		0	0	16000		
2019-09-01 18:00:00	1	029501N182	0	0	39	234	0	49.99	552.9	0	554.4	0	0	0	70		1222	0	16000		
2019-09-01 18:00:00	2	101802N182	4454	1.32	50	234	19.003	49.98	577.7	2.511	590.3	2.518	596.4	2.573	60		0	0	16000		
2019-09-01 18:00:00	3	101902N182	0	0	40	241	0	49.99	743.6	0	743.3	0	753.3	0	51		1040	0	16000		
2019-09-01 18:00:00	4	102002N182	3460	1	50	234	14.803	49.98	593.9	1.922	603.3	1.911	595.2	1.91	60		0	0	16000		
2019-09-01 18:00:00	5	102102N182	4607	1.312	50	234	19.688	49.98	621.8	2.537	600.3	2.469	615.9	2.492	60		0	0	16000		
2019-09-01 18:00:00	6	102202N182	4704	1.359	49	234	20.037	49.99	618.9	2.548	619.3	2.513	626.1	2.497	60		0	0	16000		
2019-09-01 18:00:00	7	102302N182	3491	0.992	49	234	14.955	49.98	596.8	1.922	594.7	1.894	600.9	1.936	60		0	0	16000		
2019-09-01 18:00:00	8	102402N182	4505	1.25	50	234	19.185	49.98	585.8	2.558	560.6	2.548	597.4	2.602	60		0	0	16000		
2019-09-01 18:00:00	9	102502N182	0	0	40	234	0	49.99	752.3	0	753.4	0	756.6	0	70		1364	0	16000		
2019-09-01 18:00:00	10	102602N182	4469	1.242	52	234	19.091	49.98	585.8	2.557	586	2.602	585.9	2.534	60		0	0	16000		
2019-09-01 18:00:00	11	102702N182	3495	1	49	234	14.951	49.98	599.5	1.989	567.8	1.955	598.4	2.01	60		0	0	16000		
2019-09-01 18:00:00	12	054202N182	2667	0.742	48	234	11.832	49.99	588.2	2.566	586.7	1.984	0	0	60		0	0	16000		
2019-09-01 18:00:00	13	029901N182	2382	0.66	47	234	10.683	49.98	448.4	2.623	458.3	2.679	0	0	60		0	0	16000		
2019-09-01 18:10:00	1	029501N182	0	0	39	234	0	50	544	0	545.5	0	0	0	70		1222	0	16000		
2019-09-01 18:10:00	2	101802N182	3904	1.938	50	234	16.737	50	574.2	2.208	582.9	2.241	591.6	2.278	60		0	0	16000		
2019-09-01 18:10:00	3	101902N182	0	0	40	241	0	50	731.4	0	730.1	0	742.4	0	51		1040	0	16000		
2019-09-01 18:10:00	4	102002N182	2705	1.484	50	234	11.607	50	585	1.51	592.7	1.52	587.6	1.497	60		0	0	16000		
2019-09-01 18:10:00	5	102102N182	4215	2.078	50	234	18.068	50	617.7	2.345	597.9	2.272	611.9	2.283	60		0	0	16000		
2019-09-01 18:10:00	6	102202N182	4308	2.125	50	234	18.358	50.01	615.3	2.357	614.7	2.322	624.3	2.281	60		0	0	16000		
2019-09-01 18:10:00	7	102302N182	2691	1.469	49	234	11.561	50.01	587.9	1.487	586.5	1.463	593.6	1.499	60		0	0	16000		
2019-09-01 18:10:00	8	102402N182	3909	1.938	50	234	16.69	50.01	581.3	2.227	555.4	2.226	594.6	2.266	60		0	0	16000		
2019-09-01 18:10:00	9	102502N182	0	0	40	234	0	50.01	739.5	0	739.9	0	742.9	0	70		1364	0	16000		
2019-09-01 18:10:00	10	102602N182	3791	1.914	52	234	16.223	50.01	579.6	2.151	581.5	2.243	581.2	2.174	60		0	0	16000		
2019-09-01 18:10:00	11	102702N182	2618	1.469	49	234	11.233	50.01	591.5	1.499	559	1.472	588.8	1.523	60		0	0	16000		
2019-09-01 18:10:00	12	054202N182	2066	1.117	48	234	9.558	50.01	582.8	2.094	575.9	1.459	0	0	60		0	0	16000		
2019-09-01 18:10:00	13	029901N182	2021	1.012	47	233	9.396	50.01	445.4	2.23	456.2	2.282	0	0	60		0	0	16000		
2019-09-01 18:20:00	1	029501N182	0	0	39	233	0	50.01	530.7	0	531.9	0	0	0	70		1222	0	16000		
2019-09-01 18:20:00	2	101802N182	1692	2.25	49	233	7.304	50.01	555.4	0.954	566.4	0.981	578.5	0.984	60		0	0	16000		
2019-09-01 18:20:00	3	101902N182	0	0	40	241	0	50	711.6	0	706.7	0	723.5	0	51		1040	0	16000		
2019-09-01 18:20:00	4	102002N182	1330	1.727	50	233	5.805	50.01	567.6	0.731	576.2	0.751	572.1	0.741	60		0	0	16000		
2019-09-01 18:20:00	5	102102N182	1779	2.406	49	233	7.713	50.01	606.6	0.985	580.7	0.962	595	0.958	60		0	0	16000		
2019-09-01 18:20:00	6	102202N182	1804	2.461	49	233	7.787	50.01	603.4	0.988	598.4	0.985	609.7	0.95	60		0	0	16000		
2019-09-01 18:20:00	7	102302N182	1306	1.703	49	233	5.717	50.01	572.1	0.708	572	0.699	578.2	0.711	60		0	0	16000		
2019-09-01 18:20:00	8	102402N182	1613	2.234	50	233	6.977	50.01	565.5	0.918	535.9	0.933	580.9	0.922	60		0	0	16000		
2019-09-01 18:20:00	9	102502N182	0	0	40	233	0	50.01	718.4	0	717.7	0	720.9	0	70		1364	0	16000		
2019-09-01 18:20:00	10	102602N182	1579	2.203	52	233	6.85	50.01	562.6	0.919	571.5	0.945	566	0.894	60		0	0	16000		
2019-09-01 18:20:00	11	102702N182	1288	1.68	49	233	5.675	50.01	578	0.745	543.5	0.727	574.2	0.759	60		0	0	16000		
2019-09-01 18:20:00	12	054202N182	952	1.273	48	233	4.545	50.01	569.8	0.918	559	0.743	0	0	60		0	0	16000		
2019-09-01 18:20:00	13	029901N182	832	1.156	47	233	3.775	50.01	436.2	0.911	447.2	0.972	0	0	60		0	0	16000		
2019-09-01 18:30:00	1	029501N182	0	0	39	233	0	49.99	530.8	0	531.8	0	0	0	70		1222	0	16000		
2019-09-01 18:30:00	2	101802N182	1130	2.43	49	233	4.941	49.99	552	0.628	566.1	0.653	579.8	0.65	60		0	0	16000		
2019-09-01 18:30:00	3	101902N182	0	0	40	241	0	49.99	711	0	704.4	0	722.2	0	51		1040	0	16000		
2019-09-01 18:30:00	4	102002N182	1003	1.891	49	233	4.41	49.99	567.9	0.538	576.8	0.562	570.7	0.554	60		0	0	16000		
2019-09-01 18:30:00	5	102102N182	1209	2.602	49	233	5.286	49.99	607.2	0.66	580.3	0.645	593.4	0.642	60		0	0	16000		
2019-09-01 18:30:00	6	102202N182	1236	2.656	48	233	5.436	49.99	602.9	0.672	597.6	0.674	609.6	0.639	60		0	0	16000		
2019-09-01 18:30:00	7	102302N182	999	1.867	49	232	4.391	49.99	573.3	0.53	573.6	0.523	579.5	0.53	60		0	0	16000		
2019-09-01 18:30:00	8	102402N182	1126	2.414	49	234	4.925	49.99	562.3	0.635	534.6	0.649	581.1	0.631	60		0	0	16000		
2019-09-01 18:30:00	9	102502N182	0	0	40	233	0	49.99	718.3	0	717.2	0	720	0	70		1364	0	16000		
2019-09-01 18:30:00	10	102602N182	1116	2.383	51	233	4.876	49.99	563.3	0.647	573.4	0.672	564.7	0.625	60		0	0	16000		
2019-09-01 18:30:00	11	102702N182	987	1.859	48	233	4.33	49.99	578.3	0.568	542.7	0.552	573.2	0.58	60		0	0	16000		
2019-09-01 18:30:00	12	054202N182	692	1.398	47	233	4.404	49.99	570.4	0.633	558.7	0.571	0	0	60		0	0	16000		
2019-09-01 18:30:00	13	029901N182	581	1.262	47	233	2.884	49.99	437.1	0.628	448.2	0.69	0	0	60		0	0	16000		
2019-09-01 18:40:00	1	029501N182	0	0	39	235	0	49.98	525.1	0	526.1	0	0	0	70		1222	0	16000		
2019-09-01 18:40:00	2	101802N182	726	2.562	48	235	3.508	49.98	540.6	0.395	553.6	0.424	568.5	0.416	60		0	0	16000		
2019-09-01 18:40:00	3	101902N182	0	0	40	242	0	49.98	702.4	0	693.4	0	713.5	0	51		1040	0	16000		
2019-09-01 18:40:00	4	102002N182	714	2.016	49	235	3.675	49.98	555.9	0.373	566.4	0.399	561.4	0.39	60		0	0	16000		
2019-09-01 18:40:00	5	102102N182	769	2.734	48	235	3.788	49.98	594.1	0.415	563.9	0.409	576.2	0.405	60		0	0	16000		
2019-09-01 18:40:00	6	102202N182	780	2.797	48	235	4.192	49.98	591.7	0.424	583.2	0.433	595.6	0.396	60		0	0	16000		
2019-09-01 18:40:00	7	102302N182	697	1.992	49	235	3.707	49.99	561.4	0.362	560.7	0.359	566.2	0.36	60		0	0	16000		
2019-09-01 18:40:00	8	102402N182	702	2.547	48	235	3.937	49.99	550.4	0.391	517.1	0.411	569.8	0.38	60		0	0	16000		
2019-09-01 18:40:00	9	102502N182	0	0	40	235	0.01	49.99	706.7	0	705.9	0	707.1	0	70		1364	0	16000		
2019-09-01 18:40:00	10	102602N182	686	2.508	51	235	3.668	49.99	546.5	0.401	562.3	0.422	548.9	0.38	60		0	0	16000		
2019-09-01 18:40:00	11	102702N182	675	1.977	48	235	3.813	49.99	565.6	0.388	531.8	0.373	563.1	0.396	60		0	0	16000		
2019-09-01 18:40:00	12	054202N182	442	1.477	47	235	3.855	49.98	555.1	0.383	544.1	0.393	0	0	60		0	0	16000		
2019-09-01 18:40:00	13	029901N182	349	1.324	46	235	3.383	49.98	425.4	0.367	441.2	0.427	0	0	60		0	0	16000		
2019-09-01 18:50:00	1	029501N182	0	0	39	235	0.002	49.99	506.6	0	507.5	0	0	0	70		1222	0	16000		
2019-09-01 18:50:00	2	101802N182	313	2.617	48	235	3.524	49.99	505.8	0.157	525.8	0.184	541.9	0.171	60		0	0	16000		
2019-09-01 18:50:00	3	101902N182	0	0	40	242	0.007	49.99	676.8	0	664	0	686.5	0	51		1040	0	16000		
2019-09-01 18:50:00	4	102002N182	319	2.07	49	235	3.514	49.99	522.3	0.147	538.2	0.178	532.8	0.168	60		0	0	16000		
2019-09-01 18:50:00	5	102102N182	336	2.805	48	235	3.477	49.99	569.9	0.17	532.5	0.173	543.1	0.167	60		0	0	16000		
2019-09-01 18:50:00	6	102202N182	339	2.852	47	235	3.534	49.99	564.1	0.184	551.8	0.199	564.2	0.158	60		0	0	16000		
2019-09-01 18:50:00	7	102302N182	313	2.039	48	235	3.425	49.99	527.3	0.145	525.5	0.145	527.7	0.142	60		0	0	16000		
2019-09-01 18:50:00	8	102402N182	303	2.594	48	235	3.39	49.99	518.5	0.162	487	0.185	536.5	0.147	60		0	0	16000		
2019-09-01 18:50:00	9	102502N182	0	0	40	235	0	49.99	678.4	0	679.1	0	678.2	0	70		1364	0	16000		
2019-09-01 18:50:00	10	102602N182	299	2.562	50	235	3.467	49.99	519.5	0.177	540.1	0.196	518.2	0.16	60		0	0	16000		
2019-09-01 18:50:00	11	102702N182	307	2.023	47	235	3.417	49.99	537.9	0.172	500.8	0.162	533.4	0.182	60		0	0	16000		
2019-09-01 18:50:00	12	054202N182	193	1.508	46	235	3.052	49.99	526.4	0.163	516.6	0.182	0	0	60		0	0	16000		
2019-09-01 18:50:00	13	029901N182	149	1.348	46	234	2.828	49.99	405	0.143	422.1	0.205	0	0	60		0	0	16000		
2019-09-01 19:00:00	1	029501N182	0	0	39	235	0	49.99	496.2	0	497	0	0	0	70		1222	0	16000		
2019-09-01 19:00:00	2	101802N182	195	2.648	47	235	2.981	49.99	482	0.087	509.2	0.116	524.2	0.101	60		0	0	16000		
2019-09-01 19:00:00	3	101902N182	0	0	40	242	0	49.99	661.8	0	646.4	0	669.6	0	51		1040	0	16000		
2019-09-01 19:00:00	4	102002N182	185	2.102	48	235	2.954	49.99	486.1	0.068	517.1	0.098	508.1	0.09	60		0	0	16000		
2019-09-01 19:00:00	5	102102N182	215	2.836	47	235	2.892	49.99	549.9	0.102	510.9	0.105	520.6	0.098	60		0	0	16000		
2019-09-01 19:00:00	6	102202N182	216	2.898	46	235	3.096	49.99	545.2	0.117	538.2	0.132	540.6	0.09	60		0	0	16000		
2019-09-01 19:00:00	7	102302N182	178	2.078	48	234	2.887	49.99	489.7	0.067	491.6	0.068	486.6	0.065	60		0	0	16000		
2019-09-01 19:00:00	8	102402N182	191	2.625	47	235	2.847	49.99	494.2	0.095	471.3	0.118	514.3	0.078	60		0	0	16000		
2019-09-01 19:00:00	9	102502N182	0	0	40	235	0	49.99	660	0	660.9	0	659.7	0	70		1364	0	16000		
2019-09-01 19:00:00	10	102602N182	190	2.594	49	235	2.892	49.99	502.9	0.111	530.6	0.13	491.7	0.096	60		0	0	16000		
2019-09-01 19:00:00	11	102702N182	177	2.055	47	235	2.974	49.99	512.4	0.097	475	0.086	511.3	0.106	60		0	0	16000		
2019-09-01 19:00:00	12	054202N182	115	1.523	46	235	2.782	49.99	509.8	0.099	494.9	0.108	0	0	60		0	0	16000		
2019-09-01 19:00:00	13	029901N182	92	1.363	45	234	2.732	49.99	383.7	0.079	419.7	0.138	0	0	60		0	0	16000		
2019-09-01 19:10:00	1	029501N182	0	0	39	235	0	50.02	492.3	0	493.2	0	0	0	70		1222	0	16000		
2019-09-01 19:10:00	2	101802N182	150	2.672	46	235	2.936	50.02	466.3	0.058	501.1	0.087	506.8	0.073	60		0	0	16000		
2019-09-01 19:10:00	3	101902N182	0	0	40	242	0	50.01	656.5	0	639.2	0	662	0	51		1040	0	16000		
2019-09-01 19:10:00	4	102002N182	142	2.125	47	235	2.867	50.02	461.5	0.043	504.5	0.074	492.9	0.064	60		0	0	16000		
2019-09-01 19:10:00	5	102102N182	161	2.867	46	235	2.724	50.02	537.1	0.072	498.2	0.075	501.5	0.069	60		0	0	16000		
2019-09-01 19:10:00	6	102202N182	164	2.93	46	235	2.991	50.02	530.8	0.087	524.1	0.103	517.9	0.06	60		0	0	16000		
2019-09-01 19:10:00	7	102302N182	134	2.102	47	234	2.852	50.02	462.8	0.043	468.1	0.044	456.8	0.041	60		0	0	16000		
2019-09-01 19:10:00	8	102402N182	149	2.648	47	235	2.796	50.02	484.2	0.07	458	0.094	494	0.052	60		0	0	16000		
2019-09-01 19:10:00	9	102502N182	0	0	40	235	0	50.02	653.8	0	654.7	0	653.5	0	70		1364	0	16000		
2019-09-01 19:10:00	10	102602N182	149	2.617	49	235	3.032	50.02	493.7	0.086	523	0.104	480.3	0.07	60		0	0	16000		
2019-09-01 19:10:00	11	102702N182	140	2.078	46	235	2.89	50.02	502.2	0.074	461.2	0.064	502.3	0.083	60		0	0	16000		
2019-09-01 19:10:00	12	054202N182	88	1.539	45	235	2.687	50.02	493.6	0.074	485.1	0.086	0	0	60		0	0	16000		
2019-09-01 19:10:00	13	029901N182	67	1.379	45	234	2.531	50.02	368.8	0.052	408.2	0.112	0	0	60		0	0	16000		
2019-09-01 19:20:00	1	029501N182	0	0	39	235	0	50.01	455.1	0	455.9	0	0	0	70		1222	0	16000		
2019-09-01 19:20:00	2	101802N182	32	2.68	46	234	1.416	50.01	277	0.003	410.2	0.02	331.4	0.007	60		0	0	16000		
2019-09-01 19:20:00	3	101902N182	0	0	40	241	0	50.01	607.9	0	588	0	612.7	0	51		1040	0	16000		
2019-09-01 19:20:00	4	102002N182	26	2.133	47	234	1.084	50.01	259.2	0.001	361.4	0.01	304.6	0.005	60		0	0	16000		
2019-09-01 19:20:00	5	102102N182	33	2.867	46	234	1.207	50.02	320.6	0.006	337.7	0.008	303.7	0.004	60		0	0	16000		
2019-09-01 19:20:00	6	102202N182	37	2.93	45	235	1.402	50.01	416	0.017	451.6	0.034	283.5	0.002	60		0	0	16000		
2019-09-01 19:20:00	7	102302N182	19	2.109	46	234	1.092	50.01	261.5	0	263	0.001	256.2	0	60		0	0	16000		
2019-09-01 19:20:00	8	102402N182	28	2.656	46	235	1.079	50.01	294.2	0.004	376.9	0.024	260.6	0	60		0	0	16000		
2019-09-01 19:20:00	9	102502N182	0	0	40	235	0	50.01	598.9	0	599.8	0	598.7	0	70		1364	0	16000		
2019-09-01 19:20:00	10	102602N182	33	2.625	48	234	1.274	50.01	379.4	0.016	452.2	0.032	299.1	0.004	60		0	0	16000		
2019-09-01 19:20:00	11	102702N182	29	2.086	46	235	1.088	50.01	331	0.008	290	0.004	391.8	0.017	60		0	0	16000		
2019-09-01 19:20:00	12	054202N182	16	1.547	45	235	0.911	50.02	339.4	0.006	404.3	0.019	0	0	60		0	0	16000		
2019-09-01 19:20:00	13	029901N182	10	1.379	45	234	0.694	50.02	251.9	0	370.3	0.039	0	0	60		0	0	16000		
2019-09-01 19:30:00	1	029501N182	0	0	39	236	0	50	456.9	0	457.7	0	0	0	70		1222	0	16000		
2019-09-01 19:30:00	2	101802N182	74	2.695	45	235	2.07	50.01	390.9	0.017	461.9	0.044	458.3	0.029	60		0	0	16000		
2019-09-01 19:30:00	3	101902N182	0	0	40	242	0.01	50	610.7	0	590.3	0	615.5	0	51		1040	0	16000		
2019-09-01 19:30:00	4	102002N182	24	2.133	46	235	1.037	50	251.4	0	381.1	0.009	302.4	0.002	60		0	0	16000		
2019-09-01 19:30:00	5	102102N182	75	2.883	45	235	1.859	50	477.5	0.028	450.7	0.032	409	0.016	60		0	0	16000		
2019-09-01 19:30:00	6	102202N182	57	2.945	45	236	1.641	50	489.8	0.031	494.9	0.049	259.7	0.009	60		0	0	16000		
2019-09-01 19:30:00	7	102302N182	18	2.109	46	235	1.031	50	251.6	0	251.4	0	251.3	0	60		0	0	16000		
2019-09-01 19:30:00	8	102402N182	73	2.672	45	236	2.088	50	427.2	0.025	423.7	0.048	384.5	0.008	60		0	0	16000		
2019-09-01 19:30:00	9	102502N182	0	0	40	236	0	50	602	0	602.9	0	601.8	0	70		1364	0	16000		
2019-09-01 19:30:00	10	102602N182	77	2.641	47	235	2.01	50.01	452.4	0.043	495.8	0.059	423.5	0.027	60		0	0	16000		
2019-09-01 19:30:00	11	102702N182	30	2.086	46	235	1.084	50	345.6	0.008	288.4	0.002	412.5	0.018	60		0	0	16000		
2019-09-01 19:30:00	12	054202N182	34	1.547	44	235	1.246	50	447.9	0.032	410.7	0.021	0	0	60		0	0	16000		
2019-09-01 19:30:00	13	029901N182	32	1.383	44	235	1.342	50	295.4	0.01	391.5	0.07	0	0	60		0	0	16000		
2019-09-01 19:40:00	1	029501N182	0	0	39	237	0.004	49.99	462.2	0	463	0	0	0	70		1222	0	16000		
2019-09-01 19:40:00	2	101802N182	80	2.703	45	235	2.086	49.99	395.8	0.018	473.2	0.046	463.1	0.031	60		0	0	16000		
2019-09-01 19:40:00	3	101902N182	0	0	39	244	0	50	616.8	0	595.3	0	621.9	0	51		1040	0	16000		
2019-09-01 19:40:00	4	102002N182	23	2.141	46	235	1.043	49.99	251.3	0	371.4	0.007	288.9	0.001	60		0	0	16000		
2019-09-01 19:40:00	5	102102N182	74	2.898	45	235	2.084	49.99	478.5	0.024	447.4	0.03	429.9	0.017	60		0	0	16000		
2019-09-01 19:40:00	6	102202N182	69	2.953	44	236	2.091	49.99	492.8	0.036	498	0.052	357.7	0.006	60		0	0	16000		
2019-09-01 19:40:00	7	102302N182	14	2.117	45	235	1.039	49.99	251.3	0	251.4	0	251.5	0	60		0	0	16000		
2019-09-01 19:40:00	8	102402N182	72	2.68	45	236	2.071	49.99	434.3	0.025	438.4	0.047	381.1	0.007	60		0	0	16000		
2019-09-01 19:40:00	9	102502N182	0	0	39	236	0	49.99	610.7	0	611.5	0	610.4	0	70		1364	0	16000		
2019-09-01 19:40:00	10	102602N182	81	2.648	47	235	2.075	49.99	465.1	0.045	505.7	0.06	429.4	0.028	60		0	0	16000		
2019-09-01 19:40:00	11	102702N182	29	2.094	45	235	1.173	50	360.2	0.006	272.4	0.001	418.9	0.016	60		0	0	16000		
2019-09-01 19:40:00	12	054202N182	35	1.555	44	235	1.352	49.99	458.4	0.035	409.2	0.019	0	0	60		0	0	16000		
2019-09-01 19:40:00	13	029901N182	30	1.391	44	235	1.355	49.99	294.9	0.007	401.2	0.066	0	0	60		0	0	16000		
2019-09-01 19:50:00	1	029501N182	0	0	38	236	0	49.99	460.8	0	461.6	0	0	0	70		1222	0	16000		
2019-09-01 19:50:00	2	101802N182	26	2.711	44	235	1.134	49.99	252.9	0	405	0.017	320.9	0.003	60		0	0	16000		
2019-09-01 19:50:00	3	101902N182	0	0	39	244	0	49.99	612.6	0	591.1	0	619.2	0	51		1040	0	16000		
2019-09-01 19:50:00	4	102002N182	12	2.141	46	235	0.896	49.99	251.2	0	303.7	0.001	255.2	0	60		0	0	16000		
2019-09-01 19:50:00	5	102102N182	25	2.898	44	235	1.05	49.99	313.2	0.001	342.2	0.005	271.1	0.001	60		0	0	16000		
2019-09-01 19:50:00	6	102202N182	32	2.961	44	236	1.272	49.99	431.9	0.015	465.1	0.032	251.6	0	60		0	0	16000		
2019-09-01 19:50:00	7	102302N182	10	2.117	45	235	0.942	49.99	251.5	0	251.2	0	251.2	0	60		0	0	16000		
2019-09-01 19:50:00	8	102402N182	22	2.688	44	236	1.019	49.99	263.4	0.001	385.7	0.02	251.4	0	60		0	0	16000		
2019-09-01 19:50:00	9	102502N182	0	0	39	235	0	49.99	606.5	0	607.4	0	606.2	0	70		1364	0	16000		
2019-09-01 19:50:00	10	102602N182	32	2.656	47	235	1.198	49.99	391	0.016	474.6	0.031	287	0.001	60		0	0	16000		
2019-09-01 19:50:00	11	102702N182	16	2.094	45	235	0.867	49.99	277.6	0	255.4	0	365.8	0.008	60		0	0	16000		
2019-09-01 19:50:00	12	054202N182	12	1.562	44	235	0.786	49.99	334.9	0.004	395.9	0.011	0	0	60		0	0	16000		
2019-09-01 19:50:00	13	029901N182	9	1.395	43	235	0.971	49.99	251.4	0	378.6	0.038	0	0	60		0	0	16000		
2019-09-01 20:00:00	1	029501N182	0	0	38	235	0	49.99	459.3	0	460.1	0	0	0	70		1222	0	16000		
2019-09-01 20:00:00	2	101802N182	23	2.719	44	235	1.202	49.99	252.5	0	403.5	0.015	292.6	0.001	60		0	0	16000		
2019-09-01 20:00:00	3	101902N182	0	0	39	243	0	49.98	612.6	0	591	0	617.9	0	51		1040	0	16000		
2019-09-01 20:00:00	4	102002N182	11	2.148	45	234	0.679	49.98	251.5	0	293.1	0.001	252.1	0	60		0	0	16000		
2019-09-01 20:00:00	5	102102N182	22	2.906	44	234	0.96	49.98	287.4	0.001	334.3	0.004	264.4	0	60		0	0	16000		
2019-09-01 20:00:00	6	102202N182	31	2.961	43	235	1.148	49.99	418	0.013	462.6	0.03	251.7	0	60		0	0	16000		
2019-09-01 20:00:00	7	102302N182	8	2.117	44	234	0.709	49.98	251.2	0	251.5	0	251.2	0	60		0	0	16000		
2019-09-01 20:00:00	8	102402N182	21	2.695	44	234	0.973	49.98	258.6	0	391.8	0.018	251.4	0	60		0	0	16000		
2019-09-01 20:00:00	9	102502N182	0	0	39	234	0	49.98	604.2	0	605.1	0	604	0	70		1364	0	16000		
2019-09-01 20:00:00	10	102602N182	29	2.664	46	234	1.143	49.98	379.9	0.015	470	0.03	269	0.001	60		0	0	16000		
2019-09-01 20:00:00	11	102702N182	13	2.102	44	234	0.754	49.98	278.7	0	252.5	0	357.9	0.007	60		0	0	16000		
2019-09-01 20:00:00	12	054202N182	10	1.562	43	234	0.775	49.98	312.6	0.002	377.3	0.009	0	0	60		0	0	16000		
2019-09-01 20:00:00	13	029901N182	9	1.395	43	234	0.772	49.99	251.4	0	376	0.037	0	0	60		0	0	16000		
2019-09-01 20:10:00	1	029501N182	0	0	38	234	0.002	49.99	318.7	0	317.7	0	0	0	70		1222	0	16000		
2019-09-01 20:10:00	2	101802N182	1	2.719	43	233	0.363	49.99	264.4	0	288	0.001	267.4	0	80		1043	0	16000		
2019-09-01 20:10:00	3	101902N182	0	0	39	243	0	50	484.4	0	469.1	0	494.8	0	51		1040	0	16000		
2019-09-01 20:10:00	4	102002N182	0	2.148	44	233	0.053	50	283	0	290.4	0	284.8	0	52		1043	0	16000		
2019-09-01 20:10:00	5	102102N182	2	2.906	43	233	0.264	50	251.5	0	251.7	0	251.8	0	60		1043	0	16000		
2019-09-01 20:10:00	6	102202N182	3	2.961	43	234	0.333	50	261.1	0	354.2	0.009	251.1	0	60		1043	0	16000		
